AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0.0,0.0,0.022000000000000002,0.014799999999999999,0.013600000000000001,0.0184,0.0344,0.0076,0.0184,0.0,0.0068000000000000005,0.021200000000000004,0.0084,0.032,0.0388,0.044000000000000004,0.006,I need to take a break
0.0132,0.0,0.0248,0.0084,0.0076,0.0152,0.0356,0.004399999999999999,0.016,0.0,0.0116,0.013600000000000001,0.010400000000000001,0.017599999999999998,0.0304,0.0504,0.0,I need to take a break
0.0048000000000000004,0.0,0.0236,0.0144,0.005600000000000001,0.005200000000000001,0.0376,0.0076,0.014799999999999999,0.0,0.0184,0.0156,0.0264,0.0264,0.029599999999999998,0.0368,0.0,I need to take a break
0.0252,0.0,0.020800000000000003,0.0016,0.0036,0.0,0.0264,0.0076,0.013600000000000001,0.0,0.0092,0.0108,0.012,0.0168,0.032,0.0264,0.0,I need to take a break
0.0012000000000000001,0.0,0.0116,0.0,0.0,0.0064,0.0288,0.004,0.013600000000000001,0.0,0.0124,0.0236,0.0024000000000000002,0.0324,0.022000000000000002,0.0368,0.0,I need to take a break
0.0,0.006,0.020800000000000003,0.022400000000000003,0.0032,0.0168,0.0184,0.0,0.0156,0.0,0.016,0.022799999999999997,0.013999999999999999,0.0348,0.0152,0.035199999999999995,0.0092,I need to take a break
0.010400000000000001,0.016399999999999998,0.032,0.0236,0.005600000000000001,0.0236,0.02,0.0,0.006,0.0,0.004399999999999999,0.0152,0.0076,0.033999999999999996,0.0172,0.038,0.0,I need to take a break
0.009600000000000001,0.014799999999999999,0.029599999999999998,0.029599999999999998,0.0064,0.020800000000000003,0.013999999999999999,0.0,0.005600000000000001,0.0048000000000000004,0.011200000000000002,0.019200000000000002,0.027200000000000002,0.0364,0.018,0.032799999999999996,0.0184,I need to take a break
0.008,0.012,0.0348,0.0288,0.0028000000000000004,0.03,0.005600000000000001,0.0,0.0036,0.0076,0.0152,0.013999999999999999,0.024,0.0316,0.0248,0.017599999999999998,0.0084,I need to take a break
0.010400000000000001,0.027200000000000002,0.038,0.0356,0.0076,0.013600000000000001,0.0036,0.0,0.0064,0.0032,0.0108,0.0156,0.0216,0.029599999999999998,0.0144,0.0124,0.0368,I need to take a break
0.004,0.0116,0.032,0.0,0.006,0.0172,0.0008,0.0036,0.005200000000000001,0.0152,0.008,0.020800000000000003,0.0216,0.0268,0.016399999999999998,0.0156,0.020800000000000003,I need to take a break
0.002,0.0188,0.0264,0.0068000000000000005,0.0048000000000000004,0.033999999999999996,0.005200000000000001,0.0124,0.0072,0.0168,0.013999999999999999,0.0128,0.0264,0.0288,0.0168,0.02,0.03,I need to take a break
0.0036,0.024399999999999998,0.0288,0.004,0.0064,0.0252,0.0048000000000000004,0.0116,0.008,0.012,0.022400000000000003,0.012,0.0196,0.0204,0.0248,0.009600000000000001,0.029599999999999998,I need to take a break
0.0012000000000000001,0.0,0.029199999999999997,0.013600000000000001,0.006,0.019200000000000002,0.0048000000000000004,0.0152,0.006,0.020800000000000003,0.005200000000000001,0.021200000000000004,0.0304,0.0232,0.0232,0.008799999999999999,0.027599999999999996,I need to take a break
0.0,0.0,0.0252,0.0132,0.0048000000000000004,0.013600000000000001,0.0,0.0092,0.005600000000000001,0.013600000000000001,0.013600000000000001,0.0152,0.0232,0.0288,0.016399999999999998,0.013999999999999999,0.0316,I need to take a break
0.0,0.0,0.0372,0.0064,0.0036,0.013999999999999999,0.0028000000000000004,0.010400000000000001,0.008,0.0204,0.0084,0.016,0.0232,0.022799999999999997,0.022000000000000002,0.009600000000000001,0.036,I need to take a break
0.0,0.006,0.0256,0.013999999999999999,0.0072,0.0168,0.009600000000000001,0.0084,0.008,0.008799999999999999,0.0156,0.022000000000000002,0.01,0.0248,0.014799999999999999,0.0216,0.0368,I need to take a break
0.0108,0.0116,0.024399999999999998,0.0452,0.008,0.02,0.0144,0.0,0.008,0.0116,0.006,0.028399999999999998,0.0252,0.0396,0.0016,0.033999999999999996,0.0076,I need to take a break
0.0092,0.022799999999999997,0.0188,0.042800000000000005,0.0,0.0128,0.0308,0.016399999999999998,0.013600000000000001,0.0016,0.0084,0.0372,0.0128,0.044800000000000006,0.005200000000000001,0.027200000000000002,0.0,I need to take a break
0.0084,0.0124,0.0172,0.0304,0.0012000000000000001,0.0064,0.0256,0.005200000000000001,0.0108,0.0,0.0076,0.022799999999999997,0.009600000000000001,0.0512,0.0016,0.026000000000000002,0.0,I need to take a break
0.0068000000000000005,0.018,0.0048000000000000004,0.0344,0.0048000000000000004,0.0172,0.0256,0.010400000000000001,0.0172,0.0,0.0024000000000000002,0.024,0.004399999999999999,0.042,0.004399999999999999,0.02,0.0,I need to take a break
0.0124,0.0152,0.0076,0.022400000000000003,0.0028000000000000004,0.0172,0.016399999999999998,0.013600000000000001,0.0196,0.0,0.018,0.022400000000000003,0.0,0.0388,0.0152,0.0232,0.0,I need to take a break
0.0168,0.0,0.0064,0.027599999999999996,0.008799999999999999,0.0364,0.0256,0.009600000000000001,0.0204,0.002,0.004,0.0184,0.0156,0.04360000000000001,0.0064,0.0188,0.0,I need to take a break
0.0236,0.014799999999999999,0.0252,0.013600000000000001,0.01,0.0596,0.0288,0.0008,0.0188,0.004,0.0,0.0256,0.0184,0.0396,0.0,0.0092,0.0216,I need to take a break
0.0,0.0,0.0156,0.0168,0.0,0.029199999999999997,0.0232,0.0012000000000000001,0.011200000000000002,0.0028000000000000004,0.005600000000000001,0.0128,0.0132,0.044800000000000006,0.010400000000000001,0.024,0.0412,I need to take a break
0.0,0.008799999999999999,0.022400000000000003,0.0324,0.0012000000000000001,0.0576,0.0184,0.0,0.011200000000000002,0.0144,0.0,0.014799999999999999,0.02,0.029599999999999998,0.008,0.0188,0.036,I need to take a break
0.004399999999999999,0.0012000000000000001,0.032,0.027599999999999996,0.008,0.024,0.0092,0.002,0.0124,0.0084,0.0068000000000000005,0.0076,0.027599999999999996,0.0252,0.005200000000000001,0.0092,0.0492,I need to take a break
0.0072,0.008,0.032,0.024,0.0072,0.0324,0.0016,0.0028000000000000004,0.011200000000000002,0.022400000000000003,0.013600000000000001,0.012,0.0172,0.0288,0.009600000000000001,0.0064,0.024,I need to take a break
0.0128,0.0172,0.044800000000000006,0.0116,0.0072,0.0464,0.008799999999999999,0.0072,0.0128,0.0252,0.0196,0.013600000000000001,0.022799999999999997,0.03,0.0092,0.0068000000000000005,0.016399999999999998,I need to take a break
0.0,0.0172,0.0316,0.0156,0.0084,0.0336,0.0048000000000000004,0.004,0.0116,0.0188,0.010400000000000001,0.008,0.016399999999999998,0.032,0.017599999999999998,0.004,0.0204,I need to take a break
0.0084,0.01,0.0256,0.008799999999999999,0.0068000000000000005,0.0188,0.0048000000000000004,0.008799999999999999,0.011200000000000002,0.017599999999999998,0.0128,0.0132,0.0252,0.032799999999999996,0.009600000000000001,0.0072,0.028399999999999998,I need to take a break
0.0008,0.014799999999999999,0.0304,0.017599999999999998,0.006,0.0232,0.0036,0.014799999999999999,0.0128,0.019200000000000002,0.0124,0.010400000000000001,0.0168,0.029199999999999997,0.0144,0.0076,0.022799999999999997,I need to take a break
0.0,0.0028000000000000004,0.027599999999999996,0.0152,0.0084,0.03,0.0068000000000000005,0.0084,0.0116,0.0216,0.011200000000000002,0.01,0.0152,0.029599999999999998,0.01,0.010400000000000001,0.036,I need to take a break
0.0,0.0,0.0356,0.0196,0.0076,0.036,0.0004,0.0092,0.008799999999999999,0.02,0.0068000000000000005,0.01,0.020800000000000003,0.027200000000000002,0.027999999999999997,0.0184,0.022000000000000002,I need to take a break
0.0048000000000000004,0.005200000000000001,0.0392,0.0216,0.005200000000000001,0.0304,0.0,0.0032,0.0092,0.02,0.016,0.0144,0.0256,0.027200000000000002,0.02,0.013600000000000001,0.0364,I need to take a break
0.0064,0.0064,0.0348,0.0196,0.002,0.0368,0.0,0.0072,0.0076,0.016399999999999998,0.022799999999999997,0.0156,0.0204,0.027200000000000002,0.0172,0.014799999999999999,0.027200000000000002,I need to take a break
0.0004,0.02,0.0288,0.0084,0.0008,0.0316,0.0012000000000000001,0.0128,0.008,0.0248,0.018,0.014799999999999999,0.0264,0.029599999999999998,0.0124,0.0064,0.0288,I need to take a break
0.0,0.0032,0.0268,0.032799999999999996,0.005600000000000001,0.029199999999999997,0.0048000000000000004,0.010400000000000001,0.006,0.016,0.018,0.014799999999999999,0.0324,0.0252,0.022000000000000002,0.0108,0.03319999999999999,I need to take a break
0.0,0.010400000000000001,0.032,0.0108,0.0032,0.0188,0.0032,0.005200000000000001,0.0116,0.01,0.016399999999999998,0.0132,0.0172,0.0256,0.0108,0.0216,0.0288,I need to take a break
0.0092,0.0152,0.04,0.027999999999999997,0.009600000000000001,0.0216,0.0048000000000000004,0.0036,0.0092,0.0256,0.013999999999999999,0.012,0.026000000000000002,0.0264,0.0184,0.020800000000000003,0.0252,I need to take a break
0.0036,0.0,0.022799999999999997,0.0348,0.005600000000000001,0.0172,0.0,0.0084,0.008799999999999999,0.017599999999999998,0.0188,0.021200000000000004,0.032799999999999996,0.0268,0.022799999999999997,0.0152,0.024,I need to take a break
0.0028000000000000004,0.02,0.038,0.03319999999999999,0.006,0.016399999999999998,0.0,0.009600000000000001,0.008799999999999999,0.017599999999999998,0.013999999999999999,0.0188,0.0184,0.026000000000000002,0.022400000000000003,0.022799999999999997,0.0124,I need to take a break
0.008,0.0344,0.032799999999999996,0.0256,0.0028000000000000004,0.033999999999999996,0.0076,0.0,0.004,0.01,0.012,0.022799999999999997,0.0264,0.027999999999999997,0.0236,0.03319999999999999,0.0344,I need to take a break
0.0,0.011200000000000002,0.0132,0.0216,0.0,0.016399999999999998,0.0248,0.016399999999999998,0.0048000000000000004,0.0072,0.009600000000000001,0.0324,0.0084,0.035199999999999995,0.0048000000000000004,0.0336,0.0028000000000000004,I need to take a break
0.010400000000000001,0.0156,0.0144,0.020800000000000003,0.0,0.026000000000000002,0.019200000000000002,0.016,0.0156,0.008,0.014799999999999999,0.0252,0.0152,0.042800000000000005,0.0092,0.0364,0.0,I need to take a break
0.0,0.0,0.0188,0.004,0.004,0.0288,0.035199999999999995,0.0072,0.016,0.002,0.008799999999999999,0.0116,0.0156,0.038400000000000004,0.0,0.03319999999999999,0.0,I need to take a break
0.0252,0.0172,0.0004,0.0168,0.0004,0.0028000000000000004,0.027200000000000002,0.0084,0.0172,0.0076,0.022000000000000002,0.011200000000000002,0.0108,0.035199999999999995,0.0076,0.021200000000000004,0.005600000000000001,I need to take a break
0.013999999999999999,0.013600000000000001,0.004,0.0156,0.0028000000000000004,0.0064,0.028399999999999998,0.0012000000000000001,0.0196,0.0132,0.0252,0.0144,0.0,0.0268,0.0,0.016399999999999998,0.0,I need to take a break
0.036,0.029199999999999997,0.0,0.0076,0.005200000000000001,0.0256,0.033999999999999996,0.0,0.0168,0.019200000000000002,0.027599999999999996,0.016399999999999998,0.0,0.0308,0.0036,0.0248,0.0012000000000000001,I need to take a break
0.0156,0.006,0.0,0.026000000000000002,0.005200000000000001,0.016399999999999998,0.0304,0.002,0.0196,0.0,0.019200000000000002,0.022799999999999997,0.0,0.0356,0.0,0.013600000000000001,0.0,I need to take a break
0.029199999999999997,0.0344,0.008799999999999999,0.022799999999999997,0.0048000000000000004,0.032,0.0308,0.0,0.0156,0.0068000000000000005,0.0172,0.020800000000000003,0.0024000000000000002,0.033999999999999996,0.0092,0.010400000000000001,0.0,I need to take a break
0.0144,0.0108,0.0072,0.0168,0.0,0.0316,0.028399999999999998,0.0,0.016399999999999998,0.01,0.0184,0.0184,0.009600000000000001,0.027999999999999997,0.010400000000000001,0.0072,0.0,I need to take a break
0.0304,0.024,0.010400000000000001,0.0072,0.006,0.012,0.032799999999999996,0.0,0.0144,0.024,0.02,0.011200000000000002,0.004399999999999999,0.027200000000000002,0.0048000000000000004,0.0144,0.0,I need to take a break
0.0304,0.0256,0.0,0.0,0.016,0.0432,0.0204,0.0032,0.028399999999999998,0.0084,0.0324,0.01,0.0128,0.005200000000000001,0.012,0.0196,0.0844,I need to take a break
0.0312,0.019200000000000002,0.0024000000000000002,0.0,0.0216,0.038,0.0288,0.0016,0.0232,0.0216,0.027999999999999997,0.0092,0.004,0.008799999999999999,0.01,0.021200000000000004,0.0884,I need to take a break
0.0204,0.022799999999999997,0.008,0.008799999999999999,0.022400000000000003,0.056799999999999996,0.0304,0.0128,0.028399999999999998,0.014799999999999999,0.0268,0.0172,0.005600000000000001,0.0184,0.0128,0.029599999999999998,0.027200000000000002,I need to take a break
0.0168,0.029599999999999998,0.013600000000000001,0.0,0.0196,0.006,0.032,0.0076,0.0252,0.0156,0.0216,0.0012000000000000001,0.0156,0.0108,0.018,0.0308,0.016,I need to take a break
0.0108,0.0248,0.0008,0.028399999999999998,0.011200000000000002,0.0116,0.029199999999999997,0.005600000000000001,0.022799999999999997,0.0072,0.016399999999999998,0.0084,0.0092,0.022400000000000003,0.0012000000000000001,0.0168,0.0,I need to take a break
0.0324,0.036,0.0152,0.016,0.0172,0.024399999999999998,0.029199999999999997,0.0032,0.0252,0.005600000000000001,0.0248,0.0092,0.0168,0.019200000000000002,0.022799999999999997,0.005600000000000001,0.0,I need to take a break
0.027599999999999996,0.0324,0.012,0.022000000000000002,0.022799999999999997,0.0248,0.038,0.0036,0.027999999999999997,0.0172,0.0336,0.004399999999999999,0.013600000000000001,0.021200000000000004,0.016,0.0084,0.0072,I need to take a break
0.0076,0.0168,0.0016,0.0268,0.0196,0.0316,0.0376,0.0024000000000000002,0.03,0.0116,0.0168,0.0004,0.005600000000000001,0.0264,0.0116,0.0,0.016,I need to take a break
0.0264,0.021200000000000004,0.0188,0.0124,0.024399999999999998,0.03,0.048,0.005600000000000001,0.0316,0.022799999999999997,0.0196,0.0036,0.0012000000000000001,0.026000000000000002,0.014799999999999999,0.0152,0.005200000000000001,I need to take a break
0.0152,0.016,0.0216,0.018,0.0268,0.045599999999999995,0.0512,0.012,0.038,0.032799999999999996,0.0248,0.0028000000000000004,0.02,0.022000000000000002,0.0156,0.0204,0.0036,I need to take a break
0.0004,0.0008,0.010400000000000001,0.0188,0.027999999999999997,0.0268,0.0452,0.005200000000000001,0.0392,0.013999999999999999,0.022400000000000003,0.0,0.002,0.027200000000000002,0.021200000000000004,0.013999999999999999,0.002,I need to take a break
0.0108,0.013999999999999999,0.0132,0.0156,0.0324,0.028399999999999998,0.0492,0.014799999999999999,0.048799999999999996,0.027200000000000002,0.012,0.004399999999999999,0.005200000000000001,0.0256,0.0184,0.0076,0.0,I need to take a break
0.0,0.0084,0.009600000000000001,0.0076,0.024399999999999998,0.0364,0.0524,0.021200000000000004,0.0512,0.016399999999999998,0.0132,0.005600000000000001,0.0028000000000000004,0.022400000000000003,0.02,0.0132,0.0016,I need to take a break
0.0092,0.0268,0.0156,0.013999999999999999,0.0396,0.0516,0.0576,0.0132,0.0548,0.027200000000000002,0.005200000000000001,0.0008,0.0124,0.0204,0.0232,0.0204,0.0048000000000000004,I need to take a break
